id,lot_id,user_id,kilos,created_at
8a906dba-d88b-41da-915b-f4c9e87e6ae9,LOT-PAP-0001,3014e70e-be42-4a0e-abbb-be16034cfc42,911.12,2022-04-23 04:09:51
c4d1390f-7690-40fc-a3ba-fbf6d85f6321,LOT-PAP-0001,eea86329-dba4-4ede-b0b1-bb47306e0077,406.46,2022-04-30 04:09:51
cbfb3adb-0c8b-4e92-9052-1db2365c4cd7,LOT-PAP-0001,4668c77a-7fa9-4461-af7e-cff70ef2f7e0,326.81,2022-04-26 04:09:51
1c2e8e92-01f3-4c77-9a94-d7fe7f33b477,LOT-PAP-0001,d524c10d-956e-4860-8723-a21116f74aa8,1086.43,2022-05-06 04:09:51
e163fa22-0f74-4b41-9f5c-e8929eddf7f5,LOT-PAP-0001,35cef7e9-ed7d-4add-80ab-73ca4de30d31,1047.03,2022-04-22 04:09:51
4541ff73-1c54-42b2-b6e6-67033786e3b3,LOT-PAP-0001,62abbb4f-8069-4daa-b61a-d3f16bcc0858,13435.12,2022-04-25 04:09:51
34cd4319-d5c8-40e9-989a-1d88c9f73b6e,LOT-PAP-0002,34fd900e-e4c0-4754-9151-a15376db9483,29.64,2022-05-09 04:09:51
e8fd60db-f8c3-4622-836d-daa6afbdd2e9,LOT-PAP-0002,c617bbd8-d316-4339-9104-f15b2c3611c5,81.79,2022-05-11 04:09:51
4056450c-0a65-469e-9008-069b280937e9,LOT-PAP-0002,969caafc-3345-4dc9-a969-119d4b9f88b4,87.1,2022-04-29 04:09:51
b1640d55-d682-418a-8f4e-2970f0cb4669,LOT-PAP-0002,ec0d2c93-0e5b-4c50-ba75-f004dcec5834,99.34,2022-04-27 04:09:51
dbbcd624-1223-41c2-9942-80a5197ecce4,LOT-PAP-0002,d48825e2-e322-422d-a0b3-ecd0381da0f5,68.65,2022-05-02 04:09:51
d1f0c69f-fd28-4d1f-b963-604e5eb95aae,LOT-PAP-0002,9fc5091c-188c-4c3e-bab3-b62d977b2de3,74.28,2022-04-29 04:09:51
db1397d1-90c0-45be-bcb3-d6aa6517e520,LOT-PAP-0002,d12ef3af-fe57-4a40-826c-8fa34b9e8a28,40.8,2022-04-25 04:09:51
83d8ee8b-3f9d-4ce8-a4e4-e56f0a3ad5c3,LOT-PAP-0002,05e77edd-7523-4527-9dd9-c60abc42c4f1,37.24,2022-05-07 04:09:51
6f23b2cb-0764-4be6-a6e7-9f967c09deae,LOT-PAP-0002,4668c77a-7fa9-4461-af7e-cff70ef2f7e0,37.3,2022-05-06 04:09:51
a4ce54fd-95e8-41b6-a09f-fc3d95c625e7,LOT-PAP-0002,d524c10d-956e-4860-8723-a21116f74aa8,1011.5,2022-05-03 04:09:51
17a29f5e-2d35-4ef4-a66c-44207df8db90,LOT-PAP-0003,6be3776f-6a76-4b2f-a16a-a0486d1d81e3,465.58,2022-04-30 04:09:51
2928d6fa-eace-435c-aac2-3e91dda3f310,LOT-PAP-0003,2108696a-4cc7-40d8-9569-044743ce1fee,216.67,2022-04-30 04:09:51
a3fdf7c2-096b-4b91-87fa-06d1f65c89d7,LOT-PAP-0003,ea4959f5-89e3-4e39-aae7-b5038901937a,119.52,2022-05-03 04:09:51
9407ed8a-2859-4761-b568-b897ede3beb2,LOT-PAP-0003,05e77edd-7523-4527-9dd9-c60abc42c4f1,415.05,2022-05-11 04:09:51
a5e60902-73aa-4100-a72f-d381aae1d0e9,LOT-PAP-0003,2f849e5b-33aa-4da1-b23e-21cc2c319e17,484.03,2022-05-10 04:09:51
92bc1126-520c-49fc-b283-f44c9850e209,LOT-PAP-0003,df7aa303-a9e8-4700-8b65-8bbf43d651bb,154.07,2022-05-05 04:09:51
f9494645-fb15-464a-913a-5a2a8847fbdc,LOT-PAP-0003,d524c10d-956e-4860-8723-a21116f74aa8,4906.9,2022-04-22 04:09:51
32344354-428c-41ad-ab93-45a96a6044de,LOT-PAP-0004,c617bbd8-d316-4339-9104-f15b2c3611c5,395.68,2022-05-04 04:09:51
f9525e3d-4478-4833-974c-2abcd5d7d91c,LOT-PAP-0004,2108696a-4cc7-40d8-9569-044743ce1fee,739.33,2022-04-28 04:09:51
a8648785-3433-4c9e-adcf-04b51079939a,LOT-PAP-0004,d524c10d-956e-4860-8723-a21116f74aa8,588.52,2022-04-27 04:09:51
ae4efb33-84fe-4181-ba5f-9778a4044870,LOT-PAP-0004,057e4885-81c9-4f44-ab58-3ba4c83335ce,605.33,2022-05-09 04:09:51
c0067e5b-948b-43a4-8316-732d1cdd004a,LOT-PAP-0004,18891a77-1cc2-4640-bb7c-857cb9d32608,768.28,2022-04-28 04:09:51
0be8d23a-960d-42f9-b835-2b10067eb616,LOT-PAP-0004,d48825e2-e322-422d-a0b3-ecd0381da0f5,524.24,2022-05-12 04:09:51
51329edc-70a9-44cd-a0f4-4828871fdf70,LOT-PAP-0004,2f849e5b-33aa-4da1-b23e-21cc2c319e17,7669.33,2022-05-02 04:09:51
0ced2373-3d48-4c87-82ce-3098cc9b0f80,LOT-PAP-0005,3014e70e-be42-4a0e-abbb-be16034cfc42,954.56,2022-05-29 04:09:51
bcefb621-bb83-49c7-aaa4-0790114946d1,LOT-PAP-0005,2f849e5b-33aa-4da1-b23e-21cc2c319e17,1228.75,2022-05-28 04:09:51
0a9130ed-9ca9-40bc-9d95-956708ee062e,LOT-PAP-0005,ea4959f5-89e3-4e39-aae7-b5038901937a,7309.25,2022-05-26 04:09:51
5e3aab68-79d5-485b-905d-e3f4e55f73e5,LOT-PAP-0006,d12ef3af-fe57-4a40-826c-8fa34b9e8a28,187.76,2022-05-25 04:09:51
57629232-1fc4-4abb-a541-06b2990ee606,LOT-PAP-0006,4f1f1e96-59ee-47d7-822c-84b2509ff697,130.42,2022-06-07 04:09:51
c48bf1ec-36c1-4c28-8ede-bf93038586a9,LOT-PAP-0006,24d65de7-3bfd-425b-9017-c2a8c46d0269,102.1,2022-05-25 04:09:51
3a3e30e6-fec8-44c6-86f5-58f2d94b5138,LOT-PAP-0006,b7bc82f3-ec2f-4a9d-a4ef-48354fc41fa0,110.48,2022-06-07 04:09:51
d5cb5813-242e-464d-adfa-796fce1f2493,LOT-PAP-0006,df7aa303-a9e8-4700-8b65-8bbf43d651bb,185.22,2022-06-05 04:09:51
e239fb97-7cf8-49dc-80ca-ac1eead04ac3,LOT-PAP-0006,aec26458-307a-436e-b1fe-faa6ff50f5c2,132.76,2022-06-07 04:09:51
73039a24-627a-4f66-bf51-b4610a3fa7d5,LOT-PAP-0006,34fd900e-e4c0-4754-9151-a15376db9483,109.45,2022-06-05 04:09:51
cde6c1a3-c056-4764-87d5-b389f24dc0c4,LOT-PAP-0006,bef9c771-aa51-4703-8a91-f5deacb357b9,1444.81,2022-05-27 04:09:51
11e1803f-daf7-4375-b6bf-f8b01f4b05c1,LOT-PAP-0007,b7bc82f3-ec2f-4a9d-a4ef-48354fc41fa0,647.11,2022-05-26 04:09:51
e323a016-0938-466d-bf52-8999e72c2073,LOT-PAP-0007,aec26458-307a-436e-b1fe-faa6ff50f5c2,330.59,2022-05-28 04:09:51
c018e564-6a3c-4011-a0f6-24fd8f892ec5,LOT-PAP-0007,6be3776f-6a76-4b2f-a16a-a0486d1d81e3,181.02,2022-06-08 04:09:51
5543bd67-d12f-497c-8ee0-d006f179c482,LOT-PAP-0007,a54a0213-28da-472a-9a83-d336c3b1353b,390.78,2022-06-04 04:09:51
d763b3b6-44c7-42be-937e-24da152e873a,LOT-PAP-0007,2108696a-4cc7-40d8-9569-044743ce1fee,464.6,2022-05-22 04:09:51
40b4f033-6aa7-42a9-8eae-1b541ac71ed9,LOT-PAP-0007,3014e70e-be42-4a0e-abbb-be16034cfc42,831.6,2022-06-03 04:09:51
b16ba4ec-5e7a-4886-9c02-5c025070e1a4,LOT-PAP-0007,eea86329-dba4-4ede-b0b1-bb47306e0077,566.88,2022-05-31 04:09:51
125e6297-6b98-43ab-a635-1c21b55d76dd,LOT-PAP-0007,35cef7e9-ed7d-4add-80ab-73ca4de30d31,774.18,2022-06-04 04:09:51
6f50eeb8-0b69-4c07-8add-a4937391750f,LOT-PAP-0007,d524c10d-956e-4860-8723-a21116f74aa8,574.44,2022-06-10 04:09:51
ca761543-ca49-431c-94a4-9c968aae45fd,LOT-PAP-0007,24f79fd0-1cbb-49b0-8983-73d91de9b03f,9466.42,2022-05-29 04:09:51
54491acd-7ce9-44a3-b2db-a3548a2ef456,LOT-PAP-0008,f5d7e76b-9691-4ba0-a722-c36b2861aeb6,275.18,2022-06-09 04:09:51
3816251c-5c3b-4554-907f-9e735442b4fe,LOT-PAP-0008,969caafc-3345-4dc9-a969-119d4b9f88b4,910.81,2022-06-04 04:09:51
